Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
base map,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=base+map&view_type=rich,3,1.67,0.00%,0.00%,0:00:02,3.33
base map,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=base+map&view_type=rich,3,7.33,0.00%,0.00%,0:04:37,18.33
basemap,/browse/embed?category=&limit=20&limitTo=&q=basemap&view_type=rich,3,2,0.00%,0.00%,0:00:06,21.33
basemap,/Geographic-Locations-and-Boundaries/Detailed-Topological-Map-of-San-Francisco/2fm6-ubhv,3,2.67,0.00%,0.00%,0:05:16,9
basemap,/Geographic-Locations-and-Boundaries/List-of-Streets-and-Intersections/pu5n-qu5c,3,6.33,0.00%,10.53%,0:02:25,18.33
Basemap Street Centerlines shapefile,/browse/embed?category=&limit=20&limitTo=&q=Basemap+Street+Centerlines+shapefile&view_type=rich,3,2,0.00%,0.00%,0:00:03,13
Basil Thai,/,3,3.33,0.00%,20.00%,0:00:23,8.67
basketball,/Culture-and-Recreation/SF-Rec-Park-Destinations/q48b-tf5c,3,3.33,0.00%,20.00%,0:01:38,7.33
bay,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=bay&view_type=rich,3,3.33,0.00%,20.00%,0:00:14,6.33
bay,/Geographic-Locations-and-Boundaries/Bay-Area-General-Zipped-Shapefile-Format-/ye46-7n65,3,2,0.00%,33.33%,0:00:25,6.33
bay,/Geographic-Locations-and-Boundaries/Water-Bodies-in-San-Francisco-Zipped-Shapefile-For/7wxv-7sn4,3,2,0.00%,33.33%,0:01:09,21.33
bay area,/,3,1.67,0.00%,40.00%,0:03:17,18.67
bay area,/browse/embed?category=&limit=20&limitTo=&q=bay+area&utf8=‰ÏÒ&view_type=rich&page=2,3,1,0.00%,0.00%,0:04:27,4.33
bay area,/browse/embed?category=&limit=20&limitTo=&q=bay+area&utf8=‰ÏÒ&view_type=rich&page=3,3,1.67,0.00%,0.00%,0:00:51,16
bay area building,/browse/embed?category=&limit=20&limitTo=&q=bay+area+building&view_type=rich,3,2,0.00%,0.00%,0:00:06,5.33
bay area cities,/browse/embed?category=&limit=20&limitTo=&q=bay+area+cities&view_type=rich,3,1,0.00%,0.00%,0:00:10,2
bay area counties,/Geographic-Locations-and-Boundaries/Bay-Area-General-Zipped-Shapefile-Format-/ye46-7n65,3,2,0.00%,0.00%,0:00:41,9.67
bay area general,/City-Infrastructure/Street-Tree-Map/337t-q2b4,3,1,0.00%,100.00%,0:18:14,5.33
bay area land use,/,3,3.33,0.00%,30.00%,0:00:40,7.33
bay area zip codes,/Geographic-Locations-and-Boundaries/Bay-Area-ZIP-Codes-Zipped-Shapefile-Format-/hbza-6v77,3,1.67,0.00%,0.00%,0:00:07,4.67
bay trail,/browse/embed?category=&limit=20&limitTo=&q=bay+trail&utf8=‰ÏÒ&view_type=rich&page=2,3,1.67,0.00%,0.00%,0:00:24,4.67
bay trail,/Culture-and-Recreation/Bay-Trail-San-Francisco-CA/yu55-kpnv,3,3.33,0.00%,30.00%,0:02:58,24.67
bayview,/,3,5.33,0.00%,18.75%,0:01:28,37.33
beach,/browse/embed?category=&limit=20&limitTo=&q=beach&view_type=rich,3,1.67,0.00%,0.00%,0:04:32,4.33
bed bug,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,3,2,0.00%,0.00%,0:05:29,9
bench,/browse/embed?category=&limit=20&limitTo=&q=bench&view_type=rich,3,2,0.00%,0.00%,0:00:05,4.33
berkeley,/browse/embed?category=&limit=20&limitTo=&q=berkeley&view_type=rich,3,2.67,0.00%,0.00%,0:00:07,17
berkeley,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=berkeley&view_type=rich,3,1,0.00%,0.00%,0:00:07,2
better streets plan,/browse/embed?category=&limit=20&limitTo=&q=better+streets+plan&view_type=rich,3,1,0.00%,0.00%,0:00:05,2
bicycle,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=bike&view_type=rich,3,6.33,0.00%,15.79%,0:03:26,18.67
bicycle,/Geographic-Locations-and-Boundaries/Neighborhood-Groups-Map/qc6m-r4ih,3,4.33,0.00%,23.08%,0:07:47,15
bicycle,/Geographic-Locations-and-Boundaries/Supervisorial-Districts-as-of-April-2012/xz9b-wyfc,3,3.67,0.00%,27.27%,0:14:11,9
bicycle,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,3,2,0.00%,33.33%,0:00:47,6.33
bicycle,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,2.67,0.00%,0.00%,0:01:49,13
bicycle,/Transportation/Mode-Share-San-Francisco-CA/mvsf-4biw,3,4.33,0.00%,0.00%,0:02:39,14
bicycle,/Transportation/SFMTA-Bicycle-Route-Network/q36i-k43q,3,2,0.00%,0.00%,0:00:13,15
bicycle,/Transportation/SFMTA-Bikeway-Network-Point-Features/8zmq-hyu3,3,1.67,0.00%,40.00%,0:01:02,4.33
bicycle,/Transportation/Travel-Decision-Survey-Data-2014/v3h7-53cb,3,1.67,0.00%,0.00%,0:01:01,6.33
bicycle network,/,3,2,0.00%,0.00%,0:03:38,8.67
bicycles,/browse/embed?category=&limit=20&limitTo=&q=bicycles&view_type=rich,3,1,0.00%,0.00%,0:00:08,2
bids contracts,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-A-Monetary/q66q-d2tr,3,7.33,0.00%,22.73%,0:15:33,24.67
bike,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=&view_type=rich,3,1,0.00%,0.00%,0:33:15,46.67
bike,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=bicycle&view_type=rich,3,1,0.00%,100.00%,0:00:21,2.67
bike,/browse/select_dataset?nofederate=true&suppressed_facets[]=domain,3,3.67,0.00%,0.00%,0:06:22,21
bike,/developers,3,1.67,0.00%,0.00%,0:13:44,4.67
bike,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,3,2,0.00%,50.00%,0:14:46,6
bike,/login,3,2,0.00%,33.33%,0:27:13,17
bike,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,1.67,0.00%,0.00%,0:06:03,17
bike,/Transportation/BART-Districts-in-San-Francisco-Zipped-Shapefile-F/mnn6-ac5f,3,3.33,0.00%,0.00%,0:13:22,10
bike,/Transportation/Bicycle-Parking-Public-/2e7e-i7me,3,3.33,0.00%,0.00%,0:07:07,9.67
Bike,/widgets/t6vv-tjkd,3,1,0.00%,66.67%,0:00:26,2.67
BIKE,/City-Infrastructure/Utility-Excavation-Moratorium-Streets/5wbp-dwzt,3,5.33,0.00%,18.75%,0:05:22,24.67
bike lane,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,3,2.67,0.00%,25.00%,0:10:02,8.67
bike lanes,/browse/embed?category=Transportation&limit=20&limitTo=&q=bike+lanes&view_type=rich,3,3.33,0.00%,0.00%,0:00:22,7.33
bike lanes,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,3,1.67,0.00%,40.00%,0:00:31,3.67
bike parking,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,1.67,0.00%,40.00%,0:28:37,18.33
bike path,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,3,1,0.00%,0.00%,0:06:56,4.67
bike shapefile,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,3,2,0.00%,83.33%,0:00:29,4.67
bikeways,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,3,1.67,0.00%,0.00%,0:01:43,4.33
block,/Geographic-Locations-and-Boundaries/CCSF-Digital-Basemap-CAD-Files/uh8r-b96p,3,1.67,0.00%,40.00%,0:04:36,6
block,/Geographic-Locations-and-Boundaries/San-Francisco-Public-Schools-Points-Zipped-Shapefi/7ygx-tr8p,3,2,0.00%,50.00%,0:05:52,21.33
block group,/browse/embed?category=&limit=20&limitTo=&q=block+group&view_type=rich,3,2,0.00%,0.00%,0:00:29,12.33
block group,/Geographic-Locations-and-Boundaries/Census-2000-Block-Group-No-Water-Zipped-Shapefile-/4aaa-ycik,3,1.67,0.00%,0.00%,0:00:24,4.67
block lot,/Geographic-Locations-and-Boundaries/San-Francisco-Assessor-Blocks/xdtu-tgdy,3,1,0.00%,0.00%,0:00:19,3.33
blocklot,/Geographic-Locations-and-Boundaries/Addresses-with-Units-Enterprise-Addressing-System-/kvej-w5kb,3,3.33,0.00%,30.00%,0:00:41,9.67
blocks,/browse/embed?Department-Metrics_Publishing-Department=&category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=blocks&view_type=rich,3,1.67,0.00%,0.00%,0:00:04,3.33
blocks,/Geographic-Locations-and-Boundaries/Census-2010-Census-Blocks-for-San-Francisco-Zipped/d7g8-55kx,3,1,0.00%,66.67%,0:01:34,4.33
blocks,/Geographic-Locations-and-Boundaries/City-Lots-Zipped-Shapefile-Format-/3vyz-qy9p,3,2,0.00%,50.00%,0:01:22,6
blocks,/Geographic-Locations-and-Boundaries/Outline-of-San-Francisco-Mask-/33vx-sfuh,3,2,0.00%,50.00%,0:09:32,5.33
blocks,/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,3,3.33,0.00%,30.00%,0:02:09,9
blocks,/login,3,1,0.00%,0.00%,0:00:40,3.67
boundaries,/Geographic-Locations-and-Boundaries/Bay-Area-Counties-Zipped-Shapefile-Format-/cntd-ggej,3,2,0.00%,0.00%,0:02:32,6.33
boundary,/browse/embed?category=&limit=20&limitTo=&q=boundary&view_type=rich,3,2,0.00%,0.00%,0:00:03,13
boundary,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=boundary&view_type=rich,3,2.67,0.00%,0.00%,0:09:39,7.33
boundary,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=boundary&view_type=rich,3,2,0.00%,0.00%,0:00:01,4.33
boundary,/Energy-and-Environment/Seismic-Hazard-Zones-San-Francisco/agxj-bppd,3,1,0.00%,66.67%,0:20:41,7
boundary,/Geographic-Locations-and-Boundaries/Outline-of-San-Francisco-Mask-/33vx-sfuh,3,3.67,0.00%,0.00%,0:05:50,11.67
boundary,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,3.33,0.00%,20.00%,0:01:15,9.67
boundary,/Geographic-Locations-and-Boundaries/Water-Bodies-in-San-Francisco-Zipped-Shapefile-For/7wxv-7sn4,3,5.33,0.00%,18.75%,0:25:39,15.67
bridge,/Geographic-Locations-and-Boundaries/Street-Structures-Zipped-Shapefile-Format-/26wb-6655,3,1,0.00%,0.00%,0:00:18,3.33
bristol farms,/browse/embed?category=&limit=20&limitTo=&q=bristol+farms&view_type=rich,3,1.67,0.00%,0.00%,0:00:03,3.33
budget,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=budget&view_type=rich,3,2,0.00%,0.00%,0:00:07,4.33
budget,/City-Management-and-Ethics/Budget-FTE/4zfx-f2ts,3,3.67,0.00%,18.18%,0:06:26,11.67
budget,/City-Management-and-Ethics/Citywide-Performance-Measurement-Annual-Report-FY1/6h77-suve,3,1.67,0.00%,60.00%,0:01:20,4.67
budget,/City-Management-and-Ethics/Spending-FTE/43jt-u7yn,3,1.67,0.00%,40.00%,0:00:59,15
budget,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,2,0.00%,33.33%,0:02:36,15
building,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=4,3,7.33,0.00%,27.27%,0:14:34,62
building,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=&view_type=rich,3,1,0.00%,0.00%,0:00:20,7
building,/browse/embed?Department-Metrics_Publishing-Department=&category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=&view_type=rich,3,1.67,0.00%,40.00%,0:00:35,7.33
building,/City-Infrastructure/All-cases-map-view/ky99-f5iy,3,2,0.00%,33.33%,0:04:58,8.67
building,/Energy-and-Environment/Energy-Benchmarking-Report-San-Francisco-Municipal/62ix-4xp3,3,1.67,0.00%,0.00%,0:17:29,6.33
building,/Housing-and-Buildings/Housing-Code-Violations-San-Francisco-CA/739v-w6y3,3,2,0.00%,0.00%,0:05:14,7.33
building,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,3,8.67,0.00%,11.54%,0:04:43,76
building footprint,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=building+footprint&view_type=rich,3,1.67,0.00%,0.00%,0:00:03,3.33
building footprint,/Geographic-Locations-and-Boundaries/City-Lots-Zipped-Shapefile-Format-/3vyz-qy9p,3,2.67,0.00%,37.50%,0:00:37,7
building footprint,/Geographic-Locations-and-Boundaries/San-Francisco-Public-Schools-Points/sert-rabb,3,2,0.00%,50.00%,0:18:23,5.33
building footprint shapefile,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,3,1,0.00%,0.00%,0:01:51,5.33
building footprints,/City-Infrastructure/Street-Tree-Map/337t-q2b4,3,1,0.00%,100.00%,0:01:11,3.33
building footprints,/Culture-and-Recreation/Open-Spaces-City-Planning/zsre-apvm,3,2,0.00%,50.00%,0:01:43,6
building footprints,/Geographic-Locations-and-Boundaries/San-Francisco-Basemap-Street-Centerlines-Zipped-Sh/5rn4-fswj,3,3.67,0.00%,18.18%,0:03:14,9.67
building height,/browse/embed?category=&limit=20&limitTo=&q=building+height&utf8=‰ÏÒ&view_type=rich&page=2,3,1,0.00%,0.00%,0:04:54,3.67
building height,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,3,1.67,0.00%,60.00%,0:01:18,7
building height,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,3,3.33,0.00%,0.00%,0:05:21,19.33
building heights,/,3,1.67,0.00%,0.00%,0:01:19,15
building heights,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=building+heights&view_type=rich,3,1,0.00%,0.00%,0:00:03,2
building heights,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,3,1.67,0.00%,0.00%,0:02:32,6
building permit,/browse/embed?category=&limit=20&limitTo=&q=building+permit&view_type=rich,3,3.33,0.00%,0.00%,0:00:14,6.33
building permit,/browse/embed?category=&limit=20&limitTo=datasets&q=building+permit&utf8=‰ÏÒ&view_type=rich&page=3,3,2.67,0.00%,0.00%,0:04:58,9
building permit,/Housing-and-Buildings/Planning-Department-Records-Including-Projects-Ent/ip6z-2cph,3,2.67,0.00%,37.50%,0:01:06,3.67
building permit,/Housing-and-Buildings/San-Francisco-Development-Pipeline/v5p2-emnu,3,2,0.00%,33.33%,0:01:46,5.33
building permits,/,3,3.33,0.00%,0.00%,0:01:06,13
building permits,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,3,1.67,0.00%,40.00%,0:05:17,25.67
building permits,/City-Management-and-Ethics/Total-Payments-Promised-by-Clients-of-Registered-L/i46i-k3sz,3,1,0.00%,0.00%,0:16:32,6.33
building permits,/Housing-and-Buildings/Department-of-Building-Inspection/nbyd-udsc,3,2,0.00%,0.00%,0:01:04,7.33
buildings,/,3,2.67,0.00%,0.00%,0:01:54,7.33
buildings,/browse/embed?category=&limit=20&limitTo=&q=buildings&utf8=‰ÏÒ&view_type=rich&page=3,3,1.67,0.00%,0.00%,0:07:36,6.33
buildings,/browse/embed?category=&limit=20&limitTo=&q=buildings&view_type=rich,3,2,0.00%,0.00%,0:00:07,4.33
buildings,/Geographic-Locations-and-Boundaries/City-curbs-and-islands-Zipped-Shapefile-Format-/nvxg-zay4,3,2,0.00%,50.00%,0:00:41,5.33
buildings,/Geographic-Locations-and-Boundaries/Detailed-Topological-Map-of-San-Francisco/2fm6-ubhv,3,3.33,0.00%,0.00%,0:01:54,9.67
buildings,/Housing-and-Buildings/Department-of-Building-Inspection-Monthly-Permit-R/nbyd-udsc,3,1,0.00%,0.00%,0:00:16,3.67
buildings,/Housing-and-Buildings/Housing-Code-Violations-San-Francisco-CA/739v-w6y3,3,1.67,0.00%,40.00%,0:04:01,6.33
Buildings,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,3,2,0.00%,33.33%,0:00:22,5.33
burglary,/Public-Safety/SFPD-Incidents-Current-Year-2015-/ritf-b9ki,3,2,0.00%,33.33%,0:01:36,12.33
bus,/browse/embed?category=&limit=20&limitTo=&q=bus&utf8=‰ÏÒ&view_type=rich&page=2,3,1.67,0.00%,0.00%,0:00:50,4.67
bus,/browse/embed?category=Transportation&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=1,3,2,0.00%,33.33%,0:00:29,9.67
bus,/browse/embed?category=Transportation&limit=20&limitTo=&q=&utf8=‰ÏÒ&view_type=rich&page=3,3,2,0.00%,0.00%,0:30:39,40.67
bus,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=total+housing+units&view_type=rich,3,1,0.00%,100.00%,0:06:59,2
bus,/login,3,1.67,0.00%,0.00%,0:00:58,7.33
bus,/Transportation/Parking-meters/28my-4796,3,1.67,0.00%,0.00%,0:00:55,6
bus,/Transportation/SFMTA-Transit-Stop-and-Schedule-Data-GTFS-format-/2qyp-77cq,3,3.67,0.00%,18.18%,0:04:03,17
bus route,/Transportation/SFMTA-routes-and-stops-for-March-2012/f5c3-8kkj,3,2,0.00%,0.00%,0:00:08,6.33
bus route,/Transportation/SFMTA-routes-and-stops-for-March2012/f5c3-8kkj,3,3.33,0.00%,0.00%,0:00:12,18.33
bus routes,/browse/embed?category=&limit=20&limitTo=&q=bus+routes&view_type=rich,3,3.33,0.00%,0.00%,0:02:21,7.33
bus stops,/,3,3.33,0.00%,0.00%,0:01:07,21.33
bus stops,/Transportation/Public-Transportation-Stops-and-Routes-San-Francis/s593-yv8k,3,2,0.00%,33.33%,0:29:37,39.67
busines,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,2,0.00%,0.00%,0:00:16,7
business,/City-Infrastructure/All-cases-map-view/ky99-f5iy,3,4.33,0.00%,15.38%,0:10:59,16
business,/Economy-and-Community/Businesses-GROCERY-STORES-PBC-3210-/sfdn-328a,3,3.33,0.00%,0.00%,0:09:56,27.67
business,/Economy-and-Community/Open-Business-Location_ID-only/69uz-g9t5,3,1.67,0.00%,0.00%,0:01:32,14.33
business,/Economy-and-Community/Principal-Business-Code-PBC-Key-List/kkae-dzii,3,1.67,0.00%,40.00%,0:08:32,4.33
business,/Economy-and-Community/US-Census-Bureau-Data/d53k-r35r,3,1.67,0.00%,0.00%,0:00:40,3.67
business,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,3,2,0.00%,50.00%,0:01:29,6.33
business,/Transportation/Parking-meters/28my-4796,3,2,0.00%,50.00%,0:00:22,6.33
business account number,/browse/embed?category=&limit=20&limitTo=&q=business+account+number&view_type=rich,3,1.67,0.00%,0.00%,0:02:46,3.67
Business account number,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1,0.00%,0.00%,0:00:54,5.33
Business Account Number,/Economy-and-Community/Businesses-Hotels-and-Apartments-Class-Code-is-03-/cssq-25n7,3,1.67,0.00%,0.00%,0:00:45,4.33
business address,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,3,2,0.00%,0.00%,0:00:51,6.33
business certificate,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,3,2,0.00%,0.00%,0:00:48,17
business certificates,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,3,1.67,0.00%,0.00%,0:00:56,13.33
business closing,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,4.33,0.00%,0.00%,0:32:25,13
business name,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,3,2,0.00%,33.33%,0:00:16,29
business owner,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=business+owner&view_type=rich,3,2,0.00%,0.00%,0:00:15,3.67
business permits,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1.67,0.00%,0.00%,0:02:48,7.33
Business Registration,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,1,0.00%,66.67%,0:11:49,5.33
Business Registration,/login,3,3.33,0.00%,30.00%,0:00:41,5.33
business registrations,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,3,2.67,0.00%,0.00%,0:01:15,8
business registry,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,3,4.33,0.00%,15.38%,0:04:18,14
businesses,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=businesses&view_type=rich,3,4.67,0.00%,0.00%,0:00:25,13
businesses,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,3,2,0.00%,50.00%,0:04:42,5.33
cab,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=cab&view_type=rich,3,1,0.00%,0.00%,0:00:03,2
cad,/browse/embed?category=&limit=20&limitTo=&q=cad&utf8=‰ÏÒ&view_type=rich&page=2,3,1.67,0.00%,0.00%,0:00:51,5.33
calls for service,/login,3,2,0.00%,33.33%,0:14:37,8.67
caltrain,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=caltrain&view_type=rich,3,2,0.00%,0.00%,0:01:21,18.33
caltrain,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=caltrain&view_type=rich,3,2.67,0.00%,0.00%,0:00:40,6.33
campaign,/browse/embed?category=&limit=20&limitTo=&q=campaign&view_type=rich,3,6.33,0.00%,0.00%,0:01:03,25.67
campaign,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-A-Monetary/q66q-d2tr,3,2,0.00%,33.33%,0:01:36,6
campaign,/City-Management-and-Ethics/Campaign-Finance-San-Francisco-Campaign-Committees/t7mf-3ftv,3,1.67,0.00%,0.00%,0:11:44,11.33
campaign finance,/browse/embed?category=&limit=20&limitTo=&q=campaign+finance&view_type=rich,3,1.67,0.00%,0.00%,0:00:05,3.33
campaign finance,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=campaign+finance&view_type=rich,3,2,0.00%,0.00%,0:00:17,4.67
campaign finance,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Summary-Totals/4tts-fyix,3,1,0.00%,0.00%,0:13:36,4.67
campaign finance 410,/City-Management-and-Ethics/Campaign-Finance-San-Francisco-Campaign-Committees/t7mf-3ftv,3,5.33,0.00%,0.00%,0:02:57,16
cancer,/browse/embed?Department-Metrics_Publishing-Department=&category=Health+and+Social+Services&limit=20&limitTo=&q=cancer&view_type=rich,3,2.67,0.00%,0.00%,0:01:10,5.33
cannabis,/Health-and-Social-Services/Permitted-Medical-Cannabis-Dispensaries/46p7-cb56,3,2,0.00%,0.00%,0:01:41,6.33
car,/browse/embed?category=&limit=20&limitTo=&q=car&view_type=rich,3,1.67,0.00%,0.00%,0:00:04,3.33
car,/browse/embed?Department-Metrics_Publishing-Department=&category=Transportation&limit=20&limitTo=&q=car&view_type=rich,3,2.67,0.00%,0.00%,0:01:00,6.33
cars,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=cars&view_type=rich,3,1,0.00%,0.00%,0:00:04,2
case data,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,3,2,0.00%,33.33%,0:00:11,5.33
case data from san francisco 311,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,3,1.67,0.00%,0.00%,0:03:15,11.67
cases,/login,3,2,0.00%,50.00%,0:13:22,8.67
cases by channel chart,/login,3,1,0.00%,100.00%,0:00:27,2
cases by neighborhood,/browse/embed?category=&limit=20&limitTo=&q=cases+by+neighborhood&view_type=rich,3,2,0.00%,0.00%,0:04:20,4.33
catalog,/City-Management-and-Ethics/Published-data-and-views/ynfg-fvh3,3,2,0.00%,0.00%,0:01:09,6.33
cbd,/browse/embed?category=&limit=20&limitTo=&q=community+benefit&view_type=rich,3,1.67,0.00%,60.00%,0:00:14,11.67
cctv,/browse/embed?category=&limit=20&limitTo=&q=cctv&view_type=rich,3,4.33,0.00%,0.00%,0:01:55,36.33
cctv,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=cctv&view_type=rich,3,1,0.00%,0.00%,0:00:05,6.33
census,/browse/embed?category=&limit=20&limitTo=&q=population&view_type=rich,3,6,0.00%,16.67%,0:17:39,16
census,/City-Management-and-Ethics/US-Census-2010-Demographic-Profile-Data-SF-County/m3rj-m2es,3,4.33,0.00%,15.38%,0:01:11,13
census,/Geographic-Locations-and-Boundaries/Analysis-Neighborhoods-census-tracts-assigned-to-n/bwbp-wk3r,3,1,0.00%,66.67%,0:11:10,7
census,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,3,5.33,0.00%,31.25%,0:15:28,21.33
